name,date,start,end,location
UPBG,2017-09-15,1200,1400,TBD
UPBG,2017-11-17,1200,1400,TBD
UPBG,2018-02-09,1200,1400,TBD
UPBG,2018-04-06,1100,1300,TBD
UPBG,2018-05-24,1200,1400,TBD
